Product ID,Category,Sub-Category,Product Name,Sales
TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04
TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16
OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3
OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8
OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52
OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95
OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",201.96
FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100
TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82
OFF-LA-10004689,Office Supplies,Labels,Avery 512,13.872
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.552
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,10.528
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,152.8
OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56
TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97
FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",60.84
FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16
OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,28.8
OFF-AR-10000246,Office Supplies,Art,Newell 318,11.12
FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04
OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44
OFF-PA-10004609,Office Supplies,Paper,Xerox 221,32.4
OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.99
OFF-AR-10000940,Office Supplies,Art,Newell 343,2.94
OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24
OFF-AR-10004078,Office Supplies,Art,Newell 312,18.688
OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648
TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",377.45
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936
TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68
FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056
OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656
OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088
OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688
OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",99.488
OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984
TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97
FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36
TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376
OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448
OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408
TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,27.6
FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976
OFF-FA-10000735,Office Supplies,Fasteners,Staples,20.44
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,109.92
OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38
OFF-PA-10001569,Office Supplies,Paper,Xerox 232,6.48
OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,15.84
TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1049.93
OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9
OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352
OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888
OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944
FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058
OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,27.36
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.456
OFF-LA-10002312,Office Supplies,Labels,Avery 490,11.84
OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,35.88
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,139.96
OFF-AR-10003829,Office Supplies,Art,Newell 35,2.624
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,136.53
TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96
OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176
FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764
TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944
OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44
TEC-PH-10003092,Technology,Phones,Motorola L804,36.792
TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94
OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55
TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16
OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,57.96
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403
OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4
OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72
TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176
TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968
OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,12.96
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536
TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91
TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",27.52
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69
FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16
OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36
FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96
FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48
TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,20.04
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,21.56
TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584
TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112
TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56
TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455
OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4
OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65
FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4
OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56
OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96
FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152
TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985
OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32
OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92
FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82
OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88
TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576
OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144
TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2
OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91
OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12
TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99
OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288
OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85
OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48
FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648
TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976
OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21
OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764
OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638
OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,12.32
OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84
FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75
OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54
FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36
OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52
FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984
OFF-AR-10003504,Office Supplies,Art,Newell 347,10.272
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992
OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192
OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168
OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224
OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52
FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976
OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44
TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96
OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912
OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77
FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48
OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801
FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,181.764
OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,581.96
FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98
TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96
OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",363.92
OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52
TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,72.6
TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568
OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32.4
FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98
TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968
OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9
FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96
OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,32.4
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,795.51
TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,74.76
FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64
OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488
OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,23.04
OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.362
FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92
OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,19.44
OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47
OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1133.35
OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672
OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.58
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488
FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95
OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.08
OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,9.54
OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736
OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86
OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94
OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,368.91
FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885.528
FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28
OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59
OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352
TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97
OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,38.432
OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",21.568
TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.576
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78
OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87
OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4
OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,21.4
FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12
TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,259.96
OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.192
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94
OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,45.36
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4
OFF-LA-10000414,Office Supplies,Labels,Avery 503,41.4
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7
FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52
OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.184
OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53
OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5
